rgn_id,year,score,
102,2018,0.774882895,
102,2019,0.773603366,
102,2020,0.772323837,
102,2021,0.771044308,
102,2022,0.769764779,
103,2012,0.764349379,
103,2013,0.762568833,
103,2014,0.760788287,
103,2015,0.759007742,
103,2016,0.757227196,
103,2017,0.75544665,
103,2018,0.753666105,
103,2019,0.751885559,
103,2020,0.750105013,
103,2021,0.748324467,
103,2022,0.746543922,
104,2012,0.765209055,
104,2013,0.763366756,
104,2014,0.761524457,
104,2015,0.759682158,
104,2016,0.757839859,
104,2017,0.75599756,
104,2018,0.754155261,
104,2019,0.752312962,
104,2020,0.750470663,
104,2021,0.748628364,
104,2022,0.746786065,
105,2012,0.792351099,
105,2013,0.794211537,
105,2014,0.796071975,
105,2015,0.797932413,
105,2016,0.799792852,
105,2017,0.80165329,
105,2018,0.803513728,
105,2019,0.805374166,
105,2020,0.807234604,
105,2021,0.809095042,
105,2022,0.81095548,
106,2012,0.767656689,
106,2013,0.764090271,
106,2014,0.760523852,
106,2015,0.756957434,
106,2016,0.753391015,
106,2017,0.749824597,
106,2018,0.746258179,
106,2019,0.74269176,
106,2020,0.739125342,
106,2021,0.735558923,
106,2022,0.731992505,
107,2012,0.72393191,
107,2013,0.720144177,
107,2014,0.716356445,
107,2015,0.712568713,
107,2016,0.708780981,
107,2017,0.704993248,
107,2018,0.701205516,
107,2019,0.697417784,
107,2020,0.693630051,
107,2021,0.689842319,
107,2022,0.686054587,
108,2012,0.739641653,
108,2013,0.736661399,
108,2014,0.733681144,
108,2015,0.730700889,
108,2016,0.727720634,
108,2017,0.72474038,
108,2018,0.721760125,
108,2019,0.71877987,
108,2020,0.715799615,
108,2021,0.71281936,
108,2022,0.709839106,
110,2012,0.845518761,
110,2013,0.842116119,
110,2014,0.838713477,
110,2015,0.835310835,
110,2016,0.831908193,
110,2017,0.828505551,
110,2018,0.825102909,
110,2019,0.821700267,
110,2020,0.818297625,
110,2021,0.814894983,
110,2022,0.811492341,
111,2012,0.810092696,
111,2013,0.806710842,
111,2014,0.803328988,
111,2015,0.799947135,
111,2016,0.796565281,
111,2017,0.793183427,
111,2018,0.789801573,
111,2019,0.786419719,
111,2020,0.783037865,
111,2021,0.779656011,
111,2022,0.776274158,
112,2012,0.853195071,
112,2013,0.849732555,
112,2014,0.846270039,
112,2015,0.842807523,
112,2016,0.839345007,
112,2017,0.835882491,
